Sequence #,Month_Day_Year_Hours_Minutes_Seconds_msTicks,PGN,Processed PGN,Name,Manufacturer,Remote Address,Local Address,Priority,Single Frame,Size,Packet
1038,6_21_2015_16_11_45_24963108,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1039,6_21_2015_16_11_46_24963148,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1040,6_21_2015_16_11_46_24963202,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6D7AFF7FFF7FFD
1041,6_21_2015_16_11_46_24963209,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1042,6_21_2015_16_11_46_24963248,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1043,6_21_2015_16_11_46_24963278,127258,Unprocessed,Magnetic Variation,Unknown Manufacturer,9,255,6,1,6,0xFFFFDF40FF7F
1044,6_21_2015_16_11_46_24963303,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6E7AFF7FFF7FFD
1045,6_21_2015_16_11_46_24963310,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1046,6_21_2015_16_11_46_24963348,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1047,6_21_2015_16_11_46_24963403,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6E7AFF7FFF7FFD
1048,6_21_2015_16_11_46_24963410,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1049,6_21_2015_16_11_46_24963448,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1050,6_21_2015_16_11_46_24963504,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1051,6_21_2015_16_11_46_24963511,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1052,6_21_2015_16_11_46_24963548,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1053,6_21_2015_16_11_46_24963605,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF707AFF7FFF7FFD
1054,6_21_2015_16_11_46_24963613,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1055,6_21_2015_16_11_46_24963648,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1056,6_21_2015_16_11_46_24963706,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF707AFF7FFF7FFD
1057,6_21_2015_16_11_46_24963713,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1058,6_21_2015_16_11_46_24963742,129284,Processed,Navigation Data,Unknown Manufacturer,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
1059,6_21_2015_16_11_46_24963749,129283,Processed,Cross Track Error,Unknown Manufacturer,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
1060,6_21_2015_16_11_46_24963756,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1061,6_21_2015_16_11_46_24963806,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF707AFF7FFF7FFD
1062,6_21_2015_16_11_46_24963815,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1063,6_21_2015_16_11_46_24963848,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1064,6_21_2015_16_11_46_24963907,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1065,6_21_2015_16_11_46_24963914,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1066,6_21_2015_16_11_46_24963948,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1067,6_21_2015_16_11_46_24964007,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1068,6_21_2015_16_11_46_24964013,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1069,6_21_2015_16_11_46_24964048,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1070,6_21_2015_16_11_46_24964108,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1071,6_21_2015_16_11_46_24964115,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1072,6_21_2015_16_11_47_24964148,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1073,6_21_2015_16_11_47_24964209,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1074,6_21_2015_16_11_47_24964217,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1075,6_21_2015_16_11_47_24964248,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1076,6_21_2015_16_11_47_24964278,127258,Unprocessed,Magnetic Variation,Unknown Manufacturer,9,255,6,1,6,0xFFFFDF40FF7F
1077,6_21_2015_16_11_47_24964310,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1078,6_21_2015_16_11_47_24964318,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1079,6_21_2015_16_11_47_24964348,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1080,6_21_2015_16_11_47_24964410,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1081,6_21_2015_16_11_47_24964418,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1082,6_21_2015_16_11_47_24964448,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1083,6_21_2015_16_11_47_24964511,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF6F7AFF7FFF7FFD
1084,6_21_2015_16_11_47_24964517,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1085,6_21_2015_16_11_47_24964548,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1086,6_21_2015_16_11_47_24964612,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF707AFF7FFF7FFD
1087,6_21_2015_16_11_47_24964619,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1088,6_21_2015_16_11_47_24964648,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1089,6_21_2015_16_11_47_24964713,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF707AFF7FFF7FFD
1090,6_21_2015_16_11_47_24964721,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1091,6_21_2015_16_11_47_24964748,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1092,6_21_2015_16_11_47_24964813,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF717AFF7FFF7FFD
1093,6_21_2015_16_11_47_24964821,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1094,6_21_2015_16_11_47_24964848,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1095,6_21_2015_16_11_47_24964914,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF717AFF7FFF7FFD
1096,6_21_2015_16_11_47_24964920,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1097,6_21_2015_16_11_47_24964939,129284,Processed,Navigation Data,Unknown Manufacturer,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
1098,6_21_2015_16_11_47_24964947,129283,Processed,Cross Track Error,Unknown Manufacturer,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
1099,6_21_2015_16_11_47_24964954,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1100,6_21_2015_16_11_47_24965015,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF717AFF7FFF7FFD
1101,6_21_2015_16_11_47_24965022,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1102,6_21_2015_16_11_47_24965048,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1103,6_21_2015_16_11_47_24965115,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF727AFF7FFF7FFD
1104,6_21_2015_16_11_48_24965121,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1105,6_21_2015_16_11_48_24965148,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1106,6_21_2015_16_11_48_24965216,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF717AFF7FFF7FFD
1107,6_21_2015_16_11_48_24965223,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1108,6_21_2015_16_11_48_24965248,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1109,6_21_2015_16_11_48_24965278,127258,Unprocessed,Magnetic Variation,Unknown Manufacturer,9,255,6,1,6,0xFFFFDF40FF7F
1110,6_21_2015_16_11_48_24965317,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF737AFF7FFF7FFD
1111,6_21_2015_16_11_48_24965324,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1112,6_21_2015_16_11_48_24965348,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1113,6_21_2015_16_11_48_24965417,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF737AFF7FFF7FFD
1114,6_21_2015_16_11_48_24965425,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1115,6_21_2015_16_11_48_24965448,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1116,6_21_2015_16_11_48_24965518,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF737AFF7FFF7FFD
1117,6_21_2015_16_11_48_24965526,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1118,6_21_2015_16_11_48_24965548,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1119,6_21_2015_16_11_48_24965619,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF737AFF7FFF7FFD
1120,6_21_2015_16_11_48_24965628,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1121,6_21_2015_16_11_48_24965684,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1122,6_21_2015_16_11_48_24965720,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF747AFF7FFF7FFD
1123,6_21_2015_16_11_48_24965726,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1124,6_21_2015_16_11_48_24965748,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1125,6_21_2015_16_11_48_24965820,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF747AFF7FFF7FFD
1126,6_21_2015_16_11_48_24965828,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1127,6_21_2015_16_11_48_24965848,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1128,6_21_2015_16_11_48_24965921,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF757AFF7FFF7FFD
1129,6_21_2015_16_11_48_24965930,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1130,6_21_2015_16_11_48_24965948,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1131,6_21_2015_16_11_48_24966022,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF757AFF7FFF7FFD
1132,6_21_2015_16_11_48_24966027,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1133,6_21_2015_16_11_48_24966048,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1134,6_21_2015_16_11_49_24966122,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF757AFF7FFF7FFD
1135,6_21_2015_16_11_49_24966128,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1136,6_21_2015_16_11_49_24966148,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1137,6_21_2015_16_11_49_24966189,129284,Processed,Navigation Data,Unknown Manufacturer,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
1138,6_21_2015_16_11_49_24966200,129283,Processed,Cross Track Error,Unknown Manufacturer,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
1139,6_21_2015_16_11_49_24966223,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF777AFF7FFF7FFD
1140,6_21_2015_16_11_49_24966229,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1141,6_21_2015_16_11_49_24966248,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1142,6_21_2015_16_11_49_24966278,127258,Unprocessed,Magnetic Variation,Unknown Manufacturer,9,255,6,1,6,0xFFFFDF40FF7F
1143,6_21_2015_16_11_49_24966324,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF787AFF7FFF7FFD
1144,6_21_2015_16_11_49_24966330,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1145,6_21_2015_16_11_49_24966348,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1146,6_21_2015_16_11_49_24966425,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF787AFF7FFF7FFD
1147,6_21_2015_16_11_49_24966430,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1148,6_21_2015_16_11_49_24966448,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1149,6_21_2015_16_11_49_24966525,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF797AFF7FFF7FFD
1150,6_21_2015_16_11_49_24966533,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1151,6_21_2015_16_11_49_24966548,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1152,6_21_2015_16_11_49_24966626,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF797AFF7FFF7FFD
1153,6_21_2015_16_11_49_24966634,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1154,6_21_2015_16_11_49_24966648,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1155,6_21_2015_16_11_49_24966727,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF797AFF7FFF7FFD
1156,6_21_2015_16_11_49_24966732,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1157,6_21_2015_16_11_49_24966748,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1158,6_21_2015_16_11_49_24966827,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF797AFF7FFF7FFD
1159,6_21_2015_16_11_49_24966835,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1160,6_21_2015_16_11_49_24966848,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1161,6_21_2015_16_11_49_24966928,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF797AFF7FFF7FFD
1162,6_21_2015_16_11_49_24966935,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1163,6_21_2015_16_11_49_24966948,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1164,6_21_2015_16_11_49_24967029,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF797AFF7FFF7FFD
1165,6_21_2015_16_11_49_24967037,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1166,6_21_2015_16_11_49_24967044,59904,Processed,ISO Request,Unknown Manufacturer,9,255,6,1,3,0x00EE00
1167,6_21_2015_16_11_49_24967050,60928,Processed,ISO IOP_N2K_ADDR Claim,Unknown Manufacturer,6,255,6,1,8,0x8CAEB71C00AAA0C0
1168,6_21_2015_16_11_49_24967056,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1169,6_21_2015_16_11_49_24967065,60928,Processed,ISO IOP_N2K_ADDR Claim,Unknown Manufacturer,4,255,6,1,8,0xF053BD1C00CD78C0
1170,6_21_2015_16_11_49_24967087,60928,Processed,ISO IOP_N2K_ADDR Claim,Unknown Manufacturer,1,255,6,1,8,0x80AAA41C009650C0
1171,6_21_2015_16_11_50_24967130,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF797AFF7FFF7FFD
1172,6_21_2015_16_11_50_24967135,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1173,6_21_2015_16_11_50_24967148,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1174,6_21_2015_16_11_50_24967230,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF797AFF7FFF7FFD
1175,6_21_2015_16_11_50_24967237,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1176,6_21_2015_16_11_50_24967248,127508,Processed,Battery Status,Unknown Manufacturer,6,255,2,1,8,0x017505FF7FFFFFFF
1177,6_21_2015_16_11_50_24967278,127258,Unprocessed,Magnetic Variation,Unknown Manufacturer,9,255,6,1,6,0xFFFFDF40FF7F
1178,6_21_2015_16_11_50_24967331,127250,Processed,Vessel Heading,Unknown Manufacturer,1,255,2,1,8,0xFF797AFF7FFF7FFD
1179,6_21_2015_16_11_50_24967337,127245,Processed,Rudder,Unknown Manufacturer,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1180,6_21_2015_16_11_50_24967348,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1181,6_21_2015_16_11_50_24967432,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF787AFF7FFF7FFD
1182,6_21_2015_16_11_50_24967439,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1183,6_21_2015_16_11_50_24967445,129284,Processed,Navigation Data,Garmin,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
1184,6_21_2015_16_11_50_24967451,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1185,6_21_2015_16_11_50_24967460,129283,Processed,Cross Track Error,Garmin,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
1186,6_21_2015_16_11_50_24967532,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF787AFF7FFF7FFD
1187,6_21_2015_16_11_50_24967539,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1188,6_21_2015_16_11_50_24967548,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1189,6_21_2015_16_11_50_24967633,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF797AFF7FFF7FFD
1190,6_21_2015_16_11_50_24967641,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1191,6_21_2015_16_11_50_24967648,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1192,6_21_2015_16_11_50_24967734,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF7A7AFF7FFF7FFD
1193,6_21_2015_16_11_50_24967742,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1194,6_21_2015_16_11_50_24967749,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1195,6_21_2015_16_11_50_24967835,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF7A7AFF7FFF7FFD
1196,6_21_2015_16_11_50_24967842,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1197,6_21_2015_16_11_50_24967850,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1198,6_21_2015_16_11_50_24967935,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF7B7AFF7FFF7FFD
1199,6_21_2015_16_11_50_24967941,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1200,6_21_2015_16_11_50_24967948,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1201,6_21_2015_16_11_50_24968036,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF7B7AFF7FFF7FFD
1202,6_21_2015_16_11_50_24968043,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1203,6_21_2015_16_11_50_24968049,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1204,6_21_2015_16_11_51_24968137,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF7B7AFF7FFF7FFD
1205,6_21_2015_16_11_51_24968145,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1206,6_21_2015_16_11_51_24968151,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1207,6_21_2015_16_11_51_24968237,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF7C7AFF7FFF7FFD
1208,6_21_2015_16_11_51_24968245,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1209,6_21_2015_16_11_51_24968253,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1210,6_21_2015_16_11_51_24968278,127258,Unprocessed,Magnetic Variation,Unknown Manufacturer,9,255,6,1,6,0xFFFFDF40FF7F
1211,6_21_2015_16_11_51_24968338,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF7D7AFF7FFF7FFD
1212,6_21_2015_16_11_51_24968349,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1213,6_21_2015_16_11_51_24968357,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1214,6_21_2015_16_11_51_24968439,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF7C7AFF7FFF7FFD
1215,6_21_2015_16_11_51_24968444,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1216,6_21_2015_16_11_51_24968451,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1217,6_21_2015_16_11_51_24968539,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF7D7AFF7FFF7FFD
1218,6_21_2015_16_11_51_24968547,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1219,6_21_2015_16_11_51_24968553,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1220,6_21_2015_16_11_51_24968589,129284,Processed,Navigation Data,Garmin,4,255,3,0,34,0xFFFFFFFFFF0FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7FFFFFFF7FFF7F
1221,6_21_2015_16_11_51_24968597,129283,Processed,Cross Track Error,Garmin,4,255,3,1,8,0xFFFFFFFFFF7FFFFF
1222,6_21_2015_16_11_51_24968640,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF7D7AFF7FFF7FFD
1223,6_21_2015_16_11_51_24968646,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1224,6_21_2015_16_11_51_24968653,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1225,6_21_2015_16_11_51_24968741,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF7D7AFF7FFF7FFD
1226,6_21_2015_16_11_51_24968749,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1227,6_21_2015_16_11_51_24968755,127508,Processed,Battery Status,Garmin,6,255,2,1,8,0x017505FF7FFFFFFF
1228,6_21_2015_16_11_51_24968842,127250,Processed,Vessel Heading,Garmin,1,255,2,1,8,0xFF7C7AFF7FFF7FFD
1229,6_21_2015_16_11_51_24968851,127245,Processed,Rudder,Garmin,1,255,2,1,8,0x00F8FF7F5FB8FFFF
1230,6_21_2015_16_11_51_24968858,126996,Processed,Product Information,Garmin,4,255,6,0,134,0x140526474750534D41502034303038000000000000000000000000000000000000000000372E353100000000000000000000000000000000000000000000000000000000312E30000000000000000000000000000000000000000000000000000000000033383439353430353932000000000000000000000000000000000000000000000102
